player_name,years_played,lat,lon,country,goals_scored
Jozsef GELEI,1966,47.373,19.651,Hungary,0
FESTA,1966,40.075,-8.027,Portugal,0
Istvan GECZI,1966,47.373,19.651,Hungary,0
Jose IRIBAR,1966,40.521,-2.813,Spain,0
Roberto PERFUMO,1966 1974,-33.241,-64.657,Argentina,0
Manuel SANCHIS,1966 1990,40.521,-2.813,Spain,1
ELADIO,1966,40.521,-2.813,Spain,0
Roberto FERRERO,1966,-33.241,-64.657,Argentina,0
Ignacio ZOCO,1966,40.521,-2.813,Spain,0
Armando UFARTE,1966,40.521,-2.813,Spain,0
Jorge SOLARI,1966,-33.241,-64.657,Argentina,0
Luis ARTIME,1966,-33.241,-64.657,Argentina,3
GALLEGO,1966,40.521,-2.813,Spain,0
Ermindo ONEGA,1966,-33.241,-64.657,Argentina,1
PIRRI,1966 1978,40.521,-2.813,Spain,1
Oscar MAS,1966,-33.241,-64.657,Argentina,0
Roland IRUSTA,1966,-33.241,-64.657,Argentina,0
Jesus GLARIA,1966,40.521,-2.813,Spain,0
Hugo GATTI,1966,-33.241,-64.657,Argentina,0
AMANCIO,1966,40.521,-2.813,Spain,1
MARCELINO,1966 1978,40.521,-2.813,Spain,0
Oscar CALICS,1966,-33.241,-64.657,Argentina,0
Antonio BETANCOURT,1966,40.521,-2.813,Spain,0
Carmelo SIMEONE,1966,-33.241,-64.657,Argentina,0
Miguel REINA,1966,40.521,-2.813,Spain,0
Jose PASTORIZA,1966,-33.241,-64.657,Argentina,0
Nelson LOPEZ,1966,-33.241,-64.657,Argentina,0
Mario CHALDU,1966,-33.241,-64.657,Argentina,0
Fernando OLIVELLA,1966,40.521,-2.813,Spain,0
Juan SARNARI,1966,-33.241,-64.657,Argentina,0
Jose Maria FUSTE,1966,40.521,-2.813,Spain,1
Anibal TARABINI,1966,-33.241,-64.657,Argentina,0
Carlos LAPETRA,1966,40.521,-2.813,Spain,0
Juan OLIVARES,1966 1974,-25.591,-69.947,Chile,0
Paolo BARISON,1966,44.97,10.588,Italy,1
Pedro ARAYA,1966,-25.591,-69.947,Chile,0
Tarcisio BURGNICH,1966 1970 1974,44.97,10.588,Italy,1
Giacinto FACCHETTI,1966 1970 1974,44.97,10.588,Italy,0
Elias FIGUEROA,1966 1974 1982,-25.591,-69.947,Chile,0
Giovanni LODETTI,1966,44.97,10.588,Italy,0
Sandro MAZZOLA,1966 1970 1974,44.97,10.588,Italy,1
Ruben MARCOS,1966,-25.591,-69.947,Chile,2
Marino PERANI,1966,44.97,10.588,Italy,0
Ignacio PRIETO,1966,-25.591,-69.947,Chile,0
Roberto ROSATO,1966 1970,44.97,10.588,Italy,0
Hugo VILLANUEVA,1966,-25.591,-69.947,Chile,0
Roberto ANZOLIN,1966,44.97,10.588,Italy,0
Hugo BERLY,1966,-25.591,-69.947,Chile,0
Romano FOGLI,1966,44.97,10.588,Italy,0
Aristide GUARNERI,1966,44.97,10.588,Italy,0
Humberto DONOSO,1966,-25.591,-69.947,Chile,0
Antonio JULIANO,1966 1970 1974,44.97,10.588,Italy,0
Roberto HODGE,1966,-25.591,-69.947,Chile,0
Spartaco LANDINI,1966,44.97,10.588,Italy,0
Gianfranco LEONCINI,1966,44.97,10.588,Italy,0
Luigi MERONI,1966,44.97,10.588,Italy,0
Orlando RAMIREZ,1966,-25.591,-69.947,Chile,0
Francisco VALDES,1966 1974,-25.591,-69.947,Chile,0
Pierluigi PIZZABALLA,1966,44.97,10.588,Italy,0
Alberto VALENTINI,1966,-25.591,-69.947,Chile,0
Francesco RIZZO,1966,44.97,10.588,Italy,0
Guillermo YAVAR,1966 1974,-25.591,-69.947,Chile,0
Vladimir KAPLICHNI,1970,0,0,Soviet Union,0
Evgeni LOVCHEV,1970,0,0,Soviet Union,0
Gennadi LOGOFET,1970,0,0,Soviet Union,0
Horacio LOPEZ SALGADO,1970,25.388,-103.061,Mexico,0
Jose VANTOLRA,1970,25.388,-103.061,Mexico,0
Kakhi ASATIANI,1970,0,0,Soviet Union,1
Javier GUZMAN,1970,25.388,-103.061,Mexico,0
Vladimir MUNTYAN,1970,0,0,Soviet Union,0
Hector PULIDO,1970,25.388,-103.061,Mexico,0
Anatoly BISHOVETS,1970,0,0,Soviet Union,4
Javier VALDIVIA,1970,25.388,-103.061,Mexico,2
Gennadi YEVRYUZHIKHIN,1970,0,0,Soviet Union,0
Givili NODIYA,1970,0,0,Soviet Union,0
Juan Manuel ALEJANDREZ,1970,25.388,-103.061,Mexico,0
Leonid SHMUTS,1970,0,0,Soviet Union,0
Francisco MONTES,1970,25.388,-103.061,Mexico,0
Marcos RIVAS,1970,25.388,-103.061,Mexico,0
Revaz DZODZVASHVILI,1970,0,0,Soviet Union,0
Antonio MUNGUIA,1970,25.388,-103.061,Mexico,0
Valeri ZIKOV,1970,0,0,Soviet Union,0
Nicolai KISELYOV,1970,0,0,Soviet Union,0
Anatoli PUZACH,1970,0,0,Soviet Union,0
Juan Ignacio BASAGUREN,1970,25.388,-103.061,Mexico,1
Vitali KHMELNITSKI,1970,0,0,Soviet Union,1
Francisco CASTREJON,1970,25.388,-103.061,Mexico,0
Itzhak VISSOKER,1970,31.148,34.786,Israel,0
Atilio ANCHETA,1970,-32.402,-56.043,Uruguay,0
David PRIMO,1970,31.148,34.786,Israel,0
Roberto MATOSAS,1970,-32.402,-56.043,Uruguay,0
Zvi ROSEN,1970,31.148,34.786,Israel,0
Shmuel ROSENTHAL,1970,31.148,34.786,Israel,0
Julio MONTERO CASTILLO,1970 1974,-32.402,-56.043,Uruguay,0
Itzhak SCHUM,1970,31.148,34.786,Israel,0
Juan MUJICA,1970,-32.402,-56.043,Uruguay,1
Giora SPIEGEL,1970,31.148,34.786,Israel,0
Jehoshua FAIGENBAUM,1970,31.148,34.786,Israel,0
Mordechai SPIEGLER,1970,31.148,34.786,Israel,1
Yeshaiyahu SCHWAGER,1970,31.148,34.786,Israel,0
Ildo MANEIRO,1970,-32.402,-56.043,Uruguay,1
Dani SHMULEVICH ROM,1970,31.148,34.786,Israel,0
Julio LOSADA,1970,-32.402,-56.043,Uruguay,0
Rahamim TALBI,1970,31.148,34.786,Israel,0
Julio MORALES,1970,-32.402,-56.043,Uruguay,0
Shraga BAR,1970,31.148,34.786,Israel,0
Hector SANTOS,1970 1974,-32.402,-56.043,Uruguay,0
Menachem BELLO,1970,31.148,34.786,Israel,0
Rodolfo SANDOVAL,1970,-32.402,-56.043,Uruguay,0
George BORBA,1970,31.148,34.786,Israel,0
Francisco CAMERA,1970,-32.402,-56.043,Uruguay,0
Yehezkel HAZUM,1970,31.148,34.786,Israel,0
Dagoberto FONTES,1970,-32.402,-56.043,Uruguay,0
Johanan VALLACH,1970,31.148,34.786,Israel,0
Eli BEN RIMOZ,1970,31.148,34.786,Israel,0
Ruben BARENO,1970,-32.402,-56.043,Uruguay,0
Moshe ROMANO,1970,31.148,34.786,Israel,0
Alberto GOMEZ,1970,-32.402,-56.043,Uruguay,0
Aharon SHURUK,1970,31.148,34.786,Israel,0
Oscar ZUBIA,1970,-32.402,-56.043,Uruguay,0
David KARAKO,1970,31.148,34.786,Israel,0
Yechiel HAMEIRI,1970,31.148,34.786,Israel,0
Walter CORBO,1970,-32.402,-56.043,Uruguay,0
Yair NOSOVSKI,1970,31.148,34.786,Israel,0
Luis RUBINOS,1970,-8.529,-76.034,Peru,0
Eloy CAMPOS,1970,-8.529,-76.034,Peru,0
Orlando DE LA TORRE,1970,-8.529,-76.034,Peru,0
Hector CHUMPITAZ,1970 1978,-8.529,-76.034,Peru,1
Stefan ALADZHOV,1970 1974,42.907,25.273,Bulgaria,0
Nicolas FUENTES,1970,-8.529,-76.034,Peru,0
Ramon MIFFLIN,1970,-8.529,-76.034,Peru,0
Roberto CHALLE,1970,-8.529,-76.034,Peru,1
Georgi POPOV,1970,42.907,25.273,Bulgaria,0
Julio BAYLON,1970,-8.529,-76.034,Peru,0
Hristo BONEV,1970 1974,42.907,25.273,Bulgaria,2
Pedro LEON,1970,-8.529,-76.034,Peru,0
Teofilo CUBILLAS,1970 1978 1982,-8.529,-76.034,Peru,23
Alberto GALLARDO,1970,-8.529,-76.034,Peru,2
Ruben CORREA,1970,-8.529,-76.034,Peru,0
Milko GAIDARSKI,1970,42.907,25.273,Bulgaria,0
Pedro GONZALES,1970,-8.529,-76.034,Peru,0
Stoyan YORDANOV,1970,42.907,25.273,Bulgaria,0
Jose FERNANDEZ,1970,-8.529,-76.034,Peru,0
Javier GONZALES,1970,-8.529,-76.034,Peru,0
Felix SALINAS,1970,-8.529,-76.034,Peru,0
Asparukh NIKODIMOV,1970 1974,42.907,25.273,Bulgaria,1
Luis CRUZADO,1970,-8.529,-76.034,Peru,0
Todor KOLEV,1970,42.907,25.273,Bulgaria,1
Jose DEL CASTILLO,1970,-8.529,-76.034,Peru,0
Dimitar MARASHLIEV,1970,42.907,25.273,Bulgaria,0
Eladio REYES,1970,-8.529,-76.034,Peru,0
Hugo SOTIL,1970 1978,-8.529,-76.034,Peru,0
Vasil MITKOV,1970,42.907,25.273,Bulgaria,0
Jesus GOYZUETA,1970,-8.529,-76.034,Peru,0
Bozhidar GRIGOROV,1970 1974,42.907,25.273,Bulgaria,0
Osvaldo RAMIREZ,1970,-8.529,-76.034,Peru,0
Georgi KAMENSKI,1970,42.907,25.273,Bulgaria,0
Stere ADAMACHE,1970,46.201,24.925,Romania,0
Keith NEWTON,1970,52.449,-1.033,England,0
Ludovic SATMAREANU,1970,46.201,24.925,Romania,0
Terry COOPER,1970,52.449,-1.033,England,0
Nicolae LUPESCU,1970,46.201,24.925,Romania,0
Alan MULLERY,1970,52.449,-1.033,England,1
Mihai MOCANU,1970,46.201,24.925,Romania,0
Brian LABONE,1970,52.449,-1.033,England,0
Cornel DINU,1970,46.201,24.925,Romania,0
Emerich DEMBROVSCHI,1970,46.201,24.925,Romania,1
Francis LEE,1970,52.449,-1.033,England,0
Florea DUMITRACHE,1970,46.201,24.925,Romania,5
Radu NUNWEILLER,1970,46.201,24.925,Romania,0
Mircea LUCESCU,1970,46.201,24.925,Romania,0
Ion DUMITRU,1970,46.201,24.925,Romania,0
Gheorghe TATARU,1970,46.201,24.925,Romania,0
Necula RADUCANU,1970,46.201,24.925,Romania,0
Alex STEPNEY,1970,52.449,-1.033,England,0
Dan COE,1970,46.201,24.925,Romania,0
Tommy WRIGHT,1970,52.449,-1.033,England,0
Nicolae DOBRIN,1970,46.201,24.925,Romania,0
Mihai IVANCESCU,1970,46.201,24.925,Romania,0
Emlyn HUGHES,1970,52.449,-1.033,England,0
Augustin DELEANU,1970,46.201,24.925,Romania,0
Vasile GHERGHELY,1970,46.201,24.925,Romania,0
Alexandru NEAGU,1970,46.201,24.925,Romania,1
Colin BELL,1970,52.449,-1.033,England,0
Marin TUFAN,1970,46.201,24.925,Romania,0
Peter OSGOOD,1970,52.449,-1.033,England,0
Flavius DOMIDE,1970,46.201,24.925,Romania,0
Allan CLARKE,1970,52.449,-1.033,England,4
Niculae PESCARU,1970,46.201,24.925,Romania,0
Jeff ASTLE,1970,52.449,-1.033,England,0
Gheorghe GORNEA,1970,46.201,24.925,Romania,0
Ronnie HELLSTROM,1970 1974 1978,63.436,16.409,Sweden,0
Kurt AXELSSON,1970,63.436,16.409,Sweden,0
Bjorn NORDQVIST,1970 1974 1978,63.436,16.409,Sweden,0
Pierluigi CERA,1970,44.97,10.588,Italy,0
Roland GRIP,1970 1974,63.436,16.409,Sweden,0
Comunardo NICCOLAI,1970,44.97,10.588,Italy,0
Tommy SVENSSON,1970,63.436,16.409,Sweden,0
Mario BERTINI,1970,44.97,10.588,Italy,0
Bo LARSSON,1970 1974 1978,63.436,16.409,Sweden,0
Gigi RIVA,1970 1974,44.97,10.588,Italy,3
Leif ERIKSSON,1970,63.436,16.409,Sweden,0
Angelo DOMENGHINI,1970,44.97,10.588,Italy,1
Ove KINDVALL,1970 1974,63.436,16.409,Sweden,0
Ove GRAHN,1970 1974,63.436,16.409,Sweden,1
Giancarlo DE SISTI,1970,44.97,10.588,Italy,0
Claes CRONQVIST,1970 1974,63.436,16.409,Sweden,0
Roberto BONINSEGNA,1970 1974,44.97,10.588,Italy,2
Jan OLSSON,1970 1974,63.436,16.409,Sweden,0
Fabrizio POLETTI,1970,44.97,10.588,Italy,0
Hans SELANDER,1970,63.436,16.409,Sweden,0
Ugo FERRANTE,1970,44.97,10.588,Italy,0
Orjan PERSSON,1970 1974,63.436,16.409,Sweden,0
Sven-Gunnar LARSSON,1970 1974,63.436,16.409,Sweden,0
Giorgio PUIA,1970,44.97,10.588,Italy,0
Krister KIRSTERSSON,1970,63.436,16.409,Sweden,0
Dino ZOFF,1970 1974 1978 1982,44.97,10.588,Italy,0
Leif MALBERG,1970,63.436,16.409,Sweden,0
Thomas NORDAHL,1970,63.436,16.409,Sweden,0
Lido VIERI,1970,44.97,10.588,Italy,0
Ronny PETTERSSON,1970,63.436,16.409,Sweden,0
Tom TURESSON,1970,63.436,16.409,Sweden,1
Sergio GORI,1970,44.97,10.588,Italy,0
Goran NICKLASSON,1970,63.436,16.409,Sweden,0
Giuseppe FURINO,1970,44.97,10.588,Italy,0
Inge EJDERSTEDT,1970 1974,63.436,16.409,Sweden,0
Pierino PRATI,1970,44.97,10.588,Italy,0
Sten PALSSON,1970,63.436,16.409,Sweden,0
Allal BEN KASSOU,1970,32.805,-5.609,Morocco,0
Abdallah LAMRANI,1970,32.805,-5.609,Morocco,0
Boujamaa BENKHRIF,1970,32.805,-5.609,Morocco,0
Driss KANOUSSI,1970,32.805,-5.609,Morocco,0
Berti VOGTS,1970 1974 1978,0,0,Germany FR,0
Kassem SLIMANI,1970,32.805,-5.609,Morocco,0
Mohamed MAAROUFI,1970,32.805,-5.609,Morocco,0
Ghandi SAID,1970,32.805,-5.609,Morocco,0
Driss BAMOUS,1970,32.805,-5.609,Morocco,0
Klaus FICHTEL,1970,0,0,Germany FR,0
Mohamed EL FILALI,1970,32.805,-5.609,Morocco,0
Mahjoub GHAZOUANI,1970,32.805,-5.609,Morocco,1
Gerd MUELLER,1970 1974,0,0,Germany FR,14
Houmane JARIR,1970,32.805,-5.609,Morocco,1
Manfred MANGLITZ,1970,0,0,Germany FR,0
Mohamed HAZZAZ,1970,32.805,-5.609,Morocco,0
Horst WOLTER,1970,0,0,Germany FR,0
Abdellah OURIAGHLI,1970,32.805,-5.609,Morocco,0
Ahmed FARAS,1970,32.805,-5.609,Morocco,0
Jilali FADILI,1970,32.805,-5.609,Morocco,0
Stan LIBUDA,1970,0,0,Germany FR,1
Hadi DAHANE,1970,32.805,-5.609,Morocco,0
Mustafa CHOUKRI,1970,32.805,-5.609,Morocco,0
Ahmed ALAOUI,1970,32.805,-5.609,Morocco,0
Hennes LOEHR,1970,0,0,Germany FR,0
Abdelkader EL KHYATI,1970,32.805,-5.609,Morocco,0
Peter DIETRICH,1970,0,0,Germany FR,0
FELIX,1970,-11.135,-46.052,Brazil,0
Ivo VIKTOR,1970,0,0,Czechoslovakia,0
Karol DOBIAS,1970,0,0,Czechoslovakia,0
WILSON PIAZZA,1970 1974,-11.135,-46.052,Brazil,0
Vaclav MIGAS,1970,0,0,Czechoslovakia,0
CARLOS ALBERTO,1970,-11.135,-46.052,Brazil,1
Vladimir HAGARA,1970,0,0,Czechoslovakia,0
CLODOALDO,1970,-11.135,-46.052,Brazil,1
Alexander HORVATH,1970,0,0,Czechoslovakia,0
Ladislav PETRAS,1970,0,0,Czechoslovakia,2
Ladislav KUNA,1970,0,0,Czechoslovakia,0
Karol JOKL,1970,0,0,Czechoslovakia,0
RIVELINO,1970 1974 1978,-11.135,-46.052,Brazil,6
Ivan HRDLICKA,1970,0,0,Czechoslovakia,0
EVERALDO,1970,-11.135,-46.052,Brazil,0
Frantisek VESELY,1970,0,0,Czechoslovakia,0
MARCO ANTONIO,1970 1974,-11.135,-46.052,Brazil,0
ADO,1970,-11.135,-46.052,Brazil,0
Bohumil VESELY,1970,0,0,Czechoslovakia,0
Jan PIVARNIK,1970,0,0,Czechoslovakia,0
BALDOCHI,1970,-11.135,-46.052,Brazil,0
Antonin FLESAR,1970,0,0,Czechoslovakia,0
FONTANA,1970,-11.135,-46.052,Brazil,0
Vladimir HRIVNAK,1970,0,0,Czechoslovakia,0
JOEL CAMARGO,1970,-11.135,-46.052,Brazil,0
Jan ZLOCHA,1970,0,0,Czechoslovakia,0
PAULO CESAR,1970 1974,-11.135,-46.052,Brazil,0
Jaroslav POLLAK,1970,0,0,Czechoslovakia,0
Jozef JURKANIN,1970,0,0,Czechoslovakia,0
DARIO,1970,-11.135,-46.052,Brazil,0
Milan ALBRECHT,1970,0,0,Czechoslovakia,0
ZE MARIA,1970 1974,-11.135,-46.052,Brazil,0
Jozef CAPKOVIC,1970,0,0,Czechoslovakia,0
LEAO,1970 1974 1978 1986,-11.135,-46.052,Brazil,0
Alexander VENCEL,1970,0,0,Czechoslovakia,0
Christian PIOT,1970,50.696,4.795,Belgium,0
Raul MAGANA,1970,13.621,-88.742,El Salvador,0
Georges HEYLENS,1970,50.696,4.795,Belgium,0
Roberto RIVAS,1970,13.621,-88.742,El Salvador,0
Jean THISSEN,1970,50.696,4.795,Belgium,0
Salvador MARIONA,1970,13.621,-88.742,El Salvador,0
Nicolas DEWALQUE,1970,50.696,4.795,Belgium,0
Saturnino OSORIO,1970,13.621,-88.742,El Salvador,0
Jan DOCKX,1970,50.696,4.795,Belgium,0
Jose QUINTANILLA,1970,13.621,-88.742,El Salvador,0
Leon SEMMELING,1970,50.696,4.795,Belgium,0
Mauricio RODRIGUEZ,1970,13.621,-88.742,El Salvador,0
Wilfried VAN MOER,1970 1982,50.696,4.795,Belgium,2
Alfredo VASQUEZ,1970,13.621,-88.742,El Salvador,0
Johannes DEVRINDT,1970,50.696,4.795,Belgium,0
Juan MARTINEZ,1970,13.621,-88.742,El Salvador,0
Paul VAN HIMST,1970,50.696,4.795,Belgium,0
Salvador FLAMENCO CABEZAS,1970,13.621,-88.742,El Salvador,0
Wilfried PUIS,1970,50.696,4.795,Belgium,0
Ernesto APARICIO,1970,13.621,-88.742,El Salvador,0
Raoul LAMBERT,1970,50.696,4.795,Belgium,5
Mauricio MANZANO,1970,13.621,-88.742,El Salvador,0
Leon JECK,1970,50.696,4.795,Belgium,0
Santiago MENDEZ CORTES,1970,13.621,-88.742,El Salvador,0
Jean-Marie TRAPPENIERS,1970,50.696,4.795,Belgium,0
Mario MONGE,1970,13.621,-88.742,El Salvador,0
Jacques BEURLET,1970,50.696,4.795,Belgium,0
Tomas PINEDA,1970,13.621,-88.742,El Salvador,0
Maurice MARTENS,1970,50.696,4.795,Belgium,0
David CABRERA,1970,13.621,-88.742,El Salvador,0
Erwin VAN DEN DAELE,1970,50.696,4.795,Belgium,0
Genaro SERMENO,1970,13.621,-88.742,El Salvador,0
Odilon POLLEUNIS,1970,50.696,4.795,Belgium,0
Jaime PORTILLO,1970,13.621,-88.742,El Salvador,0
Jan VERHEYEN,1970,50.696,4.795,Belgium,0
Guillermo CASTRO,1970,13.621,-88.742,El Salvador,0
Pierre CARTEUS,1970,50.696,4.795,Belgium,0
Sergio MENDEZ,1970,13.621,-88.742,El Salvador,0
Alfonse PEETERS,1970,50.696,4.795,Belgium,0
Juan Gualberto FERNANDEZ,1970,13.621,-88.742,El Salvador,0
Francois JANSSENS,1970,50.696,4.795,Belgium,0
Elmer Angel ACEVEDO,1970,13.621,-88.742,El Salvador,0
Jacques DUQUESNE,1970,50.696,4.795,Belgium,0
Alberto VILLALTA,1970,13.621,-88.742,El Salvador,0
Enver MARIC,1974,0,0,Yugoslavia,0
LUIS PEREIRA,1974,-11.135,-46.052,Brazil,0
Ivan BULJAN,1974,0,0,Yugoslavia,0
MARINHO PERES,1974,-11.135,-46.052,Brazil,0
Enver HADZIABDIC,1974,0,0,Yugoslavia,0
Drazen MUZINIC,1974,0,0,Yugoslavia,0
MARINHO CHAGAS,1974,-11.135,-46.052,Brazil,0
Josip KATALINSKI,1974,0,0,Yugoslavia,1
Vladislav BOGICEVIC,1974,0,0,Yugoslavia,1
LEIVINHA,1974,-11.135,-46.052,Brazil,0
Ilija PETKOVIC,1974,0,0,Yugoslavia,1
Branko OBLAK,1974,0,0,Yugoslavia,1
Ivica SURJAK,1974 1982,0,0,Yugoslavia,2
VALDOMIRO,1974,-11.135,-46.052,Brazil,1
Jovan ACIMOVIC,1974,0,0,Yugoslavia,0
NELINHO,1974 1978,-11.135,-46.052,Brazil,2
Dragan DZAJIC,1974,0,0,Yugoslavia,1
Jurica JERKOVIC,1974 1982,0,0,Yugoslavia,0
Miroslav PAVLOVIC,1974,0,0,Yugoslavia,0
RENATO,1974 1982,-11.135,-46.052,Brazil,0
Luka PERUZOVIC,1974,0,0,Yugoslavia,0
ALFREDO,1974,-11.135,-46.052,Brazil,0
Kiril DOJCINOVSKI,1974,0,0,Yugoslavia,0
Franjo VLADIC,1974,0,0,Yugoslavia,0
CARPEGIANI,1974,-11.135,-46.052,Brazil,0
Danilo POPIVODA,1974,0,0,Yugoslavia,0
ADEMIR DA GUIA,1974,-11.135,-46.052,Brazil,0
Stanislav KARASI,1974,0,0,Yugoslavia,2
MIRANDINHA,1974,-11.135,-46.052,Brazil,0
Dusan BAJEVIC,1974,0,0,Yugoslavia,3
Vladimir PETROVIC,1974 1982,0,0,Yugoslavia,4
DIRCEU,1974 1978 1982,-11.135,-46.052,Brazil,3
Ognjen PETROVIC,1974,0,0,Yugoslavia,0
WALDIR PERES,1974 1978 1982,-11.135,-46.052,Brazil,0
Rizah MESKOVIC,1974,0,0,Yugoslavia,0
Leopoldo VALLEJOS,1974,-25.591,-69.947,Chile,0
Rolando GARCIA,1974,-25.591,-69.947,Chile,0
Paul BREITNER,1974 1982,0,0,Germany FR,7
Alberto QUINTANO,1974,-25.591,-69.947,Chile,0
Hans Georg SCHWARZENBECK,1974 1978,0,0,Germany FR,0
Antonio ARIAS,1974,-25.591,-69.947,Chile,0
Bernd CULLMANN,1974 1978,0,0,Germany FR,1
Juan RODRIGUEZ,1974,-25.591,-69.947,Chile,0
Carlos CASZELY,1974 1982,-25.591,-69.947,Chile,0
Jupp HEYNCKES,1974,0,0,Germany FR,0
Sergio AHUMADA,1974,-25.591,-69.947,Chile,1
Carlos REINOSO,1974,-25.591,-69.947,Chile,0
Uli HOENESS,1974,0,0,Germany FR,4
Guillermo PAEZ,1974,-25.591,-69.947,Chile,0
Leonardo VELIZ,1974,-25.591,-69.947,Chile,0
Herbert WIMMER,1974,0,0,Germany FR,0
Juan MACHUCA,1974,-25.591,-69.947,Chile,0
Guenter NETZER,1974,0,0,Germany FR,0
Rafael GONZALEZ,1974,-25.591,-69.947,Chile,0
Heinz FLOHE,1974 1978,0,0,Germany FR,2
Alfonso LARA,1974,-25.591,-69.947,Chile,0
Rainer BONHOF,1974 1978,0,0,Germany FR,1
Mario GALINDO,1974 1982,-25.591,-69.947,Chile,0
Bernd HOELZENBEIN,1974 1978,0,0,Germany FR,1
Dieter HERZOG,1974,0,0,Germany FR,0
Jorge SOCIAS,1974,-25.591,-69.947,Chile,0
Jupp KAPPELLMANN,1974,0,0,Germany FR,0
Rogelio FARIAS,1974,-25.591,-69.947,Chile,0
Helmut KREMERS,1974,0,0,Germany FR,0
Osvaldo CASTRO,1974,-25.591,-69.947,Chile,0
Norbert NIGBUR,1974,0,0,Germany FR,0
Wolfgang KLEFF,1974,0,0,Germany FR,0
Adolfo NEF,1974,-25.591,-69.947,Chile,0
Juergen CROY,1974,0,0,German DR,0
Jack REILLY,1974,-29.802,143.717,Australia,0
Bernd BRANSCH,1974,0,0,German DR,0
Doug UTJESENOVIC,1974,-29.802,143.717,Australia,0
Konrad WEISE,1974,0,0,German DR,0
Peter WILSON,1974,-29.802,143.717,Australia,0
Juergen POMMERENKE,1974,0,0,German DR,0
Manfred SCHAEFER,1974,-29.802,143.717,Australia,0
Wolfram LOEWE,1974,0,0,German DR,0
Colin CURRAN,1974,-29.802,143.717,Australia,0
Joachim STREICH,1974,0,0,German DR,2
Ray RICHARDS,1974,-29.802,143.717,Australia,0
Siegmar WAETZLICH,1974,0,0,German DR,0
Jimmy ROONEY,1974,-29.802,143.717,Australia,0
Juergen SPARWASSER,1974,0,0,German DR,1
Jimmy MACKAY,1974,-29.802,143.717,Australia,0
Eberhard VOGEL,1974,0,0,German DR,0
John WARREN,1974,-29.802,143.717,Australia,0
Harald IRMSCHER,1974,0,0,German DR,0
Adrian ALSTON,1974,-29.802,143.717,Australia,0
Gerd KISCHE,1974,0,0,German DR,0
Branko BULJEVIC,1974,-29.802,143.717,Australia,0
Wolfgang BLOCHWITZ,1974,0,0,German DR,0
Jimmy MILISAVLJEVIC,1974,-29.802,143.717,Australia,0
Werner FRIESE,1974,0,0,German DR,0
Allan MAHER,1974,-29.802,143.717,Australia,0
Lothar KURBJUWEIT,1974,0,0,German DR,0
Gary MANUEL,1974,-29.802,143.717,Australia,0
Joachim FRITSCHE,1974,0,0,German DR,0
Attila ABONYI,1974,-29.802,143.717,Australia,0
Ruediger SCHNUPHASE,1974,0,0,German DR,0
Peter OLLERTON,1974,-29.802,143.717,Australia,0
Peter DUCKE,1974,0,0,German DR,0
Max TOLSON,1974,-29.802,143.717,Australia,0
Hans-Juergen KREISCHE,1974,0,0,German DR,0
Harry WILLIAMS,1974,-29.802,143.717,Australia,0
Reinhard LAUCK,1974,0,0,German DR,0
Ivo RUDIC,1974,-29.802,143.717,Australia,0
Erich HAMANN,1974,0,0,German DR,0
Dave HARDING,1974,-29.802,143.717,Australia,0
Wolfgang SEGUIN,1974,0,0,German DR,0
John WATKISS,1974,-29.802,143.717,Australia,0
Martin HOFFMANN,1974,0,0,German DR,1
Ernie CAMPBELL,1974,-29.802,143.717,Australia,0
Kazadi MUAMBA,1974,-1.588,23.881,Democratic Republic of the Congo,0
David HARVEY,1974,57.155,-4.079,Scotland,0
Muepu ILUNGA,1974,-1.588,23.881,Democratic Republic of the Congo,0
Sandy JARDINE,1974 1978,57.155,-4.079,Scotland,0
Mwanza Nel MUKOMBO,1974,-1.588,23.881,Democratic Republic of the Congo,0
Danny McGRAIN,1974 1982,57.155,-4.079,Scotland,0
Buanga TSHIMEN,1974,-1.588,23.881,Democratic Republic of the Congo,0
Billy BREMNER,1974,57.155,-4.079,Scotland,0
Lobilo BOBA,1974,-1.588,23.881,Democratic Republic of the Congo,0
James HOLTON,1974,57.155,-4.079,Scotland,0
Kilasu MASSAMBA,1974,-1.588,23.881,Democratic Republic of the Congo,0
John BLACKLEY,1974,57.155,-4.079,Scotland,0
Mana MAMBUENE,1974,-1.588,23.881,Democratic Republic of the Congo,0
Kenny DALGLISH,1974 1978 1982,57.155,-4.079,Scotland,2
Kidumu MANTANTU,1974,-1.588,23.881,Democratic Republic of the Congo,0
Joe JORDAN,1974 1978 1982,57.155,-4.079,Scotland,4
Ndaye MULAMBA,1974,-1.588,23.881,Democratic Republic of the Congo,0
Davie HAY,1974,57.155,-4.079,Scotland,0
Mayanga MAKU,1974,-1.588,23.881,Democratic Republic of the Congo,0
Peter LORIMER,1974,57.155,-4.079,Scotland,1
Kakoko ETEPE,1974,-1.588,23.881,Democratic Republic of the Congo,0
Denis LAW,1974,57.155,-4.079,Scotland,0
Tshinabu WA MUNDA,1974,-1.588,23.881,Democratic Republic of the Congo,0
Jimmy JOHNSTONE,1974,57.155,-4.079,Scotland,0
Kembo Uba KEMBO,1974,-1.588,23.881,Democratic Republic of the Congo,0
Thomson ALLAN,1974,57.155,-4.079,Scotland,0
Kabasu BABO,1974,-1.588,23.881,Democratic Republic of the Congo,0
Jim STEWART,1974,57.155,-4.079,Scotland,0
